ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
24,11,8,11.0714283,4,1,18.9,11,4,8,0,2,2,0,1,0,0,Y
25,35,1,23.5,3,4,73.33333333,8,7,7,20,3,3,0,2,0,2,Y
26,11,10,4.642857075,1,0,0,7,2,3,22,7,4,0,7,2,2,N
27,24,3,16.8571434,1,4,68.9,10,9,10,21,2,2,0,7,1,1,Y
28,14,8,5.642857075,0,1,28.2,5,0,1,23,2,2,0,8,2,1,N
29,27,5,13,0,2,30.04166667,4,10,1,21,4,2,1,6,4,2,N
30,46,2,18.4285717,2,3,30.21666667,5,10,5,36,2,4,26,30,6,5,Y
31,21,4,18.3571434,3,4,55.11666667,10,4,4,0,2,3,0,6,0,0,Y
32,25,1,14.4285717,1,3,21.85,9,8,10,25,3,8,1,7,2,1,Y
33,17,8,10.64285755,0,2,27.96666667,4,5,3,11,1,3,0,0,0,0,Y
34,29,4,16.0714283,2,1.5,28.775,14,15,8,22,4,3,0,2,2,1,N
35,14,9,8.857142448,3,2,18.61666667,9,15,5,17,2,3,0,1,0,0,N
36,15,6,11.64285755,1,1,14.45,5,0,0,30,3,6,6,8,3,3,N
37,12,6,10.14285755,5,1.5,29.41666667,9,6,9,28,3,3,6,15,3,1,N
38,7,10,6.285714149,1,0,0,2,0,1,24,2,3,1,4,1,1,N
39,21,8,10,2,2,19.8,7,4,4,19,2,3,0,12,1,1,Y
40,16,5,8.714285851,0,3,12.725,8,0,9,26,2,2,1,5,5,2,Y
41,42,3,19.7857151,5,4,22.03333333,11,19,4,17,2,2,0,1,0,0,Y
42,6,10,10.0714283,4,2,244.9166667,10,5,12,22,3,5,0,2,2,2,N
43,14,5,10.64285755,1,0,0,10,15,4,18,3,4,0,2,0,0,N
44,26,7,12.5,1,3,22.5,7,4,1,0,1,2,0,1,0,0,Y
45,20,9,15.0714283,4,1,115.3833333,10,9,6,19,3,3,0,1,1,1,N
46,17,6,8.571428299,2,1,33.61666667,7,0,3,18,3,3,0,1,0,0,Y
47,28,4,18.5714283,5,1,18.58333333,8,3,3,15,2,4,0,1,0,0,Y
48,15,5,10.71428585,3,3,13.28333333,5,1,3,28,2,2,1,18,1,2,N
49,22,2,14.64285755,2,3,39.39166667,6,0,7,18,3,3,2,4,1,1,Y
50,22,6,6.785714149,1,0,0,3,6,5,0,2,3,2,2,1,0,N
51,31,6,11.9285717,6,0,0,5,1,5,21,3,3,4,2,2,2,Y
52,14,7,10.5714283,1,2.5,30.29166667,7,2,8,28,2,2,0,0,4,1,N
53,17,5,10.35714245,2,1,30.73333333,8,1,3,17,3,3,1,2,1,1,N
54,21,6,9.785714149,1,0,0,7,8,25,31,4,4,15,10,1,1,N
55,43,2,20.4285717,8,1,55.425,9,2,2,18,3,3,5,1,2,1,N
56,13,7,11.85714245,0,1,19.6,6,5,8,26,3,3,0,5,0,1,Y
57,24,3,13.14285755,7,1.5,56.65,6,3,4,30,2,3,3,6,1,0,N
58,24,7,19.7142849,2,3,42.33333333,9,9,3,0,0,4,0,2,0,0,Y
59,20,5,15.0714283,4,2,16.90833333,6,5,9,0,3,3,0,5,0,0,N
60,16,2,10,2,2,29.4,4,2,4,18,2,2,0,5,0,1,N
61,36,3,20.2142849,3,3,24.01666667,6,7,7,17,0,4,0,4,3,1,N
62,20,4,14.35714245,0,1,29.25,9,2,5,0,5,3,0,2,0,0,Y
63,20,6,11.5714283,1,2,18.21666667,8,1,13,37,2,2,1,5,2,1,N
64,38,2,24.2142849,5,3,82.95,5,2,3,24,3,4,0,7,3,2,N
65,24,4,12.78571415,3,1.5,23.65,3,1,1,23,3,2,0,9,0,0,N
66,10,12,2.214285612,5,0,0,4,3,2,32,2,2,0,13,5,1,N
67,22,5,11.21428585,4,4,40.6,8,5,7,25,2,2,4,16,3,1,Y
68,16,5,8.857142448,3,2,17.63333333,9,4,8,30,2,5,2,11,5,4,N
69,21,3,10.9285717,3,4,10.25833333,6,6,0,19,2,2,0,1,1,0,Y
70,18,4,9.285714149,0,2,16.36666667,6,0,1,33,2,7,7,18,3,4,Y
71,40,1,18.5714283,0,1,24.35833333,7,5,14,28,5,3,0,9,3,1,Y
72,22,4,11.35714245,0,1,25.53333333,8,9,2,18,2,2,0,0,1,0,Y
73,24,2,14.78571415,4,0,0,3,2,7,42,5,8,1,2,4,1,N
74,17,6,11.21428585,5,1,28.34166667,9,19,20,22,1,6,0,3,0,0,N
75,17,6,14.0714283,0,2,35.75833333,9,10,4,0,0,0,1,2,0,0,Y
76,23,3,12.5,3,4,8.833333333,15,25,11,18,3,4,0,1,0,0,Y
77,10,10,3.071428537,3,0,0,10,4,5,16,3,2,0,1,2,0,N
78,21,5,11.78571415,0,1,27.41666667,7,8,11,20,2,2,0,7,0,2,N
79,24,3,14.9285717,4,2,18.24166667,9,12,6,30,2,3,2,8,2,2,Y
80,20,8,14.35714245,0,1,39.975,9,6,9,16,3,3,0,1,0,0,N
81,10,8,7.214285851,0,3,17.16666667,9,2,7,34,4,4,9,16,3,1,N
82,19,6,13.28571415,3,3,23.71666667,7,21,13,22,3,2,1,3,0,0,N
83,13,6,8,1,2,22.48333333,7,0,3,0,2,4,0,3,2,2,Y
84,16,5,13.5,0,1,31.08333333,0,0,0,18,2,2,0,0,3,2,Y
85,28,6,24.7857151,4,1,22.23333333,8,1,5,23,2,5,0,4,2,1,N
86,17,7,12.35714245,0,3,23.13333333,7,0,2,20,3,2,0,2,3,0,N
87,18,3,11.4285717,3,2,14.75,7,8,7,0,0,1,0,1,0,0,Y
88,28,4,14.64285755,0,0,0,9,12,6,23,4,3,1,3,6,1,N
89,14,5,9.571428299,2,0,0,6,1,1,25,7,4,5,11,0,0,Y
90,22,5,11.64285755,2,3,22.65,13,10,10,0,4,4,0,3,1,0,Y
91,21,5,15.0714283,0,2,15.45,6,10,4,24,2,3,0,6,3,1,Y
92,18,6,14.78571415,2,1,50.26666667,8,0,1,14,2,2,0,0,0,0,N
93,19,4,14.78571415,2,4,27.11666667,9,9,6,24,3,3,1,8,2,1,Y
94,15,3,7.071428776,1,1.5,27.075,5,0,4,14,2,2,0,1,0,0,N
95,12,11,9.571428299,2,1,19.15,9,6,4,27,2,6,1,9,3,3,N
96,34,1,21.9285717,4,3,91.8,8,3,7,49,2,4,6,35,7,4,Y
97,50,6,18.7142849,2,0,0,0,0,0,19,2,5,0,3,2,2,N
98,21,4,12.9285717,2,3.5,8.925,8,6,4,18,2,2,0,12,0,1,Y
99,15,6,7.857142925,1,2.5,32.50833333,10,4,8,0,2,4,4,7,2,1,N
100,33,6,15.5714283,2,0,0,5,2,6,0,2,3,0,0,0,0,N
101,27,2,16.1428566,2,4,24.075,8,5,8,18,2,2,0,3,0,0,Y
102,21,8,11.35714245,2,1,36.275,5,3,5,23,2,3,3,19,0,0,N
103,24,11,10.78571415,4,0,0,7,0,2,25,3,3,6,15,1,0,Y
104,32,3,15.35714245,2,3,49.44166667,8,1,5,25,4,5,0,8,3,3,N
105,0,62,1.285714269,0,0,0,6,0,4,25,2,2,1,8,2,1,N
106,26,3,16.6428566,8,3.5,48.125,8,6,3,12,1,1,0,1,1,0,Y
107,13,8,11.64285755,1,3,20.8,8,23,12,18,2,2,0,3,2,0,Y
108,12,11,5.071428776,4,0,0,9,3,11,41,2,2,6,12,2,3,N
109,10,10,7.214285851,3,0,0,6,0,7,0,3,5,0,7,2,1,N
110,39,2,19.5,1,2.5,35.93333333,5,3,8,21,2,3,0,2,4,3,Y
111,20,4,11.85714245,2,3,14.14166667,5,0,8,13,3,2,0,2,0,0,Y
