ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
40,60,28,5.968254089,0,2,16.53939394,24,1,62,134,2,3,14,20,25,4,Y
41,142,15,14.01587296,5,3.363636364,18.39090909,29,41,39,54,2,3,0,1,0,0,Y
42,36,38,6.539682388,12,1.083333333,120.6291667,32,16,81,67,3,7,2,3,6,2,N
43,42,38,7.126984119,1,0.444444444,18.23148148,31,40,54,27,3,4,2,2,1,0,N
44,70,31,8.857142448,3,1.111111111,22.66458333,27,28,21,69,1,3,2,1,6,4,Y
45,109,19,13.07936478,6,0.083333333,75.30694444,53,62,91,75,3,4,5,2,1,1,N
46,120,16,10.65079403,4,-0.333333333,45.47878788,26,0,74,64,3,4,1,2,0,0,Y
47,100,18,15,6,0.666666667,37.6875,23,3,45,56,2,5,1,4,0,0,Y
48,73,21,8.412698746,3,3,16.11851852,24,8,52,119,2,3,6,48,8,9,N
49,66,23,8.253968239,3,1.357142857,142.8214286,14,1,33,62,3,5,6,5,1,1,Y
50,81,24,7.920634747,8,-0.166666667,413.6227273,23,17,54,68,2,4,2,2,3,0,N
51,102,19,8.904762268,13,0,134.0388889,28,3,59,82,3,5,6,19,14,6,Y
52,56,38,6.650793552,1,1.416666667,51.02575758,31,8,35,113,2,5,21,3,15,6,N
53,107,12,11.31746006,4,1.076923077,134.1474359,29,1,29,93,3,4,11,2,3,2,N
54,129,15,10.23809528,1,0.25,362.0645833,31,28,103,117,4,5,68,40,13,2,N
55,149,4,15.93650818,15,1.166666667,276.6569444,27,6,35,75,3,5,5,2,12,2,N
56,74,24,7.809523582,0,0.444444444,22.45416667,22,11,43,75,3,4,3,7,1,2,Y
57,86,19,10.38095284,15,1.076923077,68.60138889,21,7,49,94,4,5,8,8,6,1,N
58,103,19,12.52380943,5,1.857142857,225.0642857,43,38,21,63,0,5,1,5,7,1,Y
59,75,23,8.698412895,4,0.545454545,29.26363636,40,26,98,77,3,4,5,11,0,0,N
60,67,18,7.714285851,9,0.2,36.85666667,39,4,74,64,2,4,1,9,0,1,N
61,167,7,16.33333397,8,2.230769231,176.0291667,61,34,78,99,0,5,6,24,9,1,N
62,81,23,10.03174591,0,0.769230769,41.29487179,33,13,54,86,5,5,6,23,2,1,Y
63,84,32,7.936507702,3,0.769230769,21.2474359,29,4,58,139,2,3,23,28,10,5,N
64,139,10,13.1269846,6,-1.9,80.40833333,29,11,70,73,3,6,21,10,3,2,N
65,94,17,11.79365063,4,-0.1,166.1566667,38,11,59,94,3,5,11,46,3,0,N
66,63,32,8.253968239,6,-2.333333333,48.30714286,24,5,52,112,2,6,0,14,16,1,N
67,73,30,6.777777672,11,3.285714286,38.99761905,26,21,12,78,2,3,11,21,5,1,Y
68,72,26,6.84126997,5,2.142857143,118.7154762,36,44,69,138,2,7,2,44,40,10,N
69,128,7,13.19047642,5,3.583333333,129.8,31,29,95,66,2,3,1,1,1,0,Y
70,80,14,7.349206448,0,1.333333333,17.77916667,32,4,83,139,2,9,63,30,16,5,Y
71,153,5,13.74603176,0,1.214285714,23.89642857,37,40,122,93,5,4,0,11,7,1,Y
72,73,20,6.682539463,0,1,28.58333333,25,16,54,74,2,3,0,0,1,0,Y
73,89,15,8.793650627,4,-7.333333333,32.83,34,14,49,118,5,8,1,7,6,1,N
74,54,31,6.365079403,7,0.416666667,30.09861111,36,53,94,100,1,7,3,7,7,0,N
75,88,24,9.920635223,1,1.555555556,35.13888889,29,30,45,75,2,5,6,3,5,1,Y
76,79,23,8.031745911,11,3.714285714,11.77142857,69,124,61,62,3,6,0,1,1,1,Y
77,99,30,6.809523582,3,-5.285714286,80.39666667,27,6,60,63,3,3,0,2,2,0,N
78,48,43,5.031745911,0,-3.857142857,32.84722222,47,60,74,109,2,3,21,102,0,2,N
79,72,26,8.111110687,5,1.928571429,17.72738095,26,31,73,85,2,6,7,9,4,2,Y
80,121,17,12.53968239,2,0.363636364,43.92575758,36,19,76,64,3,4,0,1,1,0,N
81,46,38,5.396825314,0,1.555555556,17.08125,28,2,52,122,4,7,9,35,17,2,N
82,73,24,9.206349373,3,1.214285714,21.65714286,21,31,104,62,3,2,3,4,1,0,N
83,70,23,8.349205971,1,2.142857143,318.7952381,31,9,109,72,2,4,0,3,6,4,Y
84,94,18,10.23809528,0,1,26.2469697,31,24,69,56,2,2,0,0,9,2,Y
85,96,16,15.5714283,9,-4.636363636,106.9952381,23,4,45,92,2,6,0,13,8,5,N
86,70,28,8.349205971,2,1.928571429,28.49166667,28,1,49,72,3,3,0,4,5,1,N
87,87,19,8.380952835,4,1.777777778,173.4685185,27,24,105,35,7,8,1,10,0,2,Y
88,88,18,9.285714149,0,0,34.28636364,26,31,73,47,4,3,1,3,11,1,N
89,78,21,8.301587105,4,0.75,24.01805556,23,2,75,72,7,6,12,12,2,1,Y
90,51,36,6.174602985,8,1,23.45185185,57,76,48,43,4,4,0,7,1,0,Y
91,87,17,9.968254089,0,0.545454545,23.86666667,45,32,88,101,2,5,6,9,12,11,Y
92,97,25,11.63492107,2,-0.8,47.85625,20,2,20,53,2,2,1,0,0,0,N
93,94,19,10.77777767,2,2.888888889,42.55625,27,16,69,82,3,4,6,9,2,2,Y
94,81,14,6.428571224,3,0.916666667,24.58055556,34,15,18,72,2,4,0,1,1,0,N
95,58,34,9.174603462,4,0.5,24.40595238,28,22,73,93,2,7,9,41,4,4,N
96,163,4,18.31746101,11,1.181818182,77.2537037,30,4,55,129,2,8,22,91,34,9,Y
97,135,23,10.85714245,2,-0.916666667,52.135,17,2,71,76,2,6,2,8,3,2,N
98,69,29,9.206349373,2,3.571428571,13.45238095,27,13,6,76,2,3,1,30,1,1,Y
99,48,37,6.238095284,1,1.636363636,34.33787879,31,7,39,80,2,5,5,15,2,3,N
100,39,51,4.984127045,3,0,16.15833333,17,3,50,76,2,4,0,3,2,1,N
101,91,18,9.984127045,9,3.285714286,23.27380952,31,23,25,72,2,3,0,3,0,1,Y
102,87,30,8.095237732,5,0.2,193.705,44,31,106,58,2,4,3,28,2,1,N
103,79,36,7.285714149,6,0.142857143,20.41388889,22,0,41,91,3,4,12,17,11,1,Y
104,116,19,11.58730125,6,0.642857143,156.4576923,28,4,68,98,4,5,2,21,6,9,N
105,0,62,1.285714269,0,0,0,28,2,95,94,2,3,3,11,10,7,N
106,93,21,10.98412704,15,3.357142857,40.16428571,29,20,64,53,1,2,0,4,1,0,Y
107,43,40,7.793650627,1,2.285714286,18.43095238,46,75,69,85,2,5,9,8,8,0,Y
108,33,54,3.238095284,8,0,0,30,7,60,160,2,4,9,13,19,12,N
109,74,34,7.730158806,10,-0.3,357.9203704,23,2,67,96,3,5,0,7,4,2,N
110,127,15,12.22222233,8,2,62.97575758,24,11,86,80,2,5,6,2,17,4,Y
111,101,18,9.777777672,5,2.857142857,18.39166667,31,7,72,59,3,4,2,9,7,1,Y
