ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
56,66,23,8.017857552,0,0.375,24.12380952,22,10,27,61,3,4,1,7,1,2,Y
57,77,17,10.73214245,14,1.083333333,73.57575758,19,7,45,94,4,5,8,8,5,1,N
58,89,19,12.5,5,2.2,306.7333333,38,34,18,58,0,5,1,5,5,1,Y
59,71,20,9.339285851,4,0.666666667,29.64444444,35,25,92,68,3,4,5,11,0,0,N
60,61,16,7.732142925,8,0.25,38.2375,32,4,73,47,2,4,1,9,0,1,N
61,144,7,16.25,7,2.181818182,73.30740741,45,27,71,91,0,5,6,24,9,1,N
62,72,20,10.01785755,0,0.818181818,42.91060606,31,13,51,75,5,5,6,16,2,1,Y
63,76,29,7.625,3,0.666666667,24.95925926,23,4,53,127,2,3,23,26,10,4,N
64,130,9,13.9285717,6,-2.222222222,87.25714286,25,8,66,66,3,6,13,9,3,2,N
65,87,15,12.0535717,4,-0.125,27.22291667,30,9,47,84,3,5,11,46,3,0,N
66,56,27,8.571428299,6,-3,47.28333333,21,5,46,91,2,6,0,14,14,1,N
67,67,27,7.089285851,10,3.333333333,43.31666667,23,19,12,70,2,3,11,20,5,1,Y
68,61,24,6.75,4,2.166666667,137.3541667,29,34,64,123,2,7,2,32,35,10,N
69,115,7,12.9285717,5,3.5,154.7533333,28,27,89,59,2,3,1,1,1,0,Y
70,71,13,7.125,0,1.125,19.38095238,29,4,72,127,2,9,63,29,14,5,Y
71,131,5,13.58928585,0,1.363636364,25.83030303,34,38,108,82,5,4,0,11,6,1,Y
72,70,17,7.017857075,0,1,28.90555556,23,16,49,57,2,3,0,0,1,0,Y
73,77,12,8.982142448,4,-7.333333333,32.83,31,14,46,111,5,8,1,7,6,1,N
74,46,28,6.214285851,7,0.5,31.44333333,29,48,78,89,1,7,3,7,7,0,N
75,79,21,10.25,0,1.625,37.21458333,26,28,40,30,2,5,6,3,5,1,Y
76,73,20,8.267857552,9,3.666666667,12.83611111,63,115,55,56,3,6,0,1,1,1,Y
77,87,28,6.857142925,3,-5.166666667,43.35833333,24,5,52,56,3,3,0,2,2,0,N
78,41,40,4.821428776,0,-4.5,33.98333333,40,55,67,98,2,3,19,91,0,2,N
79,64,23,8.321428299,5,1.666666667,19.65555556,24,30,60,75,2,6,7,9,4,2,Y
80,103,16,12.4464283,2,0.363636364,43.92575758,31,16,65,57,3,4,0,1,0,0,N
81,41,34,5.410714149,0,1.714285714,19.26111111,22,2,45,108,4,7,9,34,15,2,N
82,66,21,9.214285851,3,1.272727273,23.88333333,19,31,97,57,3,2,3,3,1,0,N
83,60,22,7.589285851,1,2.4,437.065,29,9,102,72,2,4,0,3,6,4,Y
84,85,14,10.23214245,0,1,27.69166667,28,24,56,50,2,2,0,0,8,2,Y
85,84,15,15.5,8,-4.125,99.11,22,4,42,84,2,6,0,13,7,5,N
86,55,27,7.857142925,2,2,32.27727273,24,1,41,66,3,3,0,2,4,1,N
87,79,17,8.589285851,4,1.75,18.89047619,22,22,89,35,7,8,0,10,0,2,Y
88,80,16,9.321428299,0,0,34.13703704,24,30,60,41,4,3,1,3,10,1,N
89,70,19,8.696428299,3,0.545454545,24.63939394,18,1,59,66,7,6,12,12,2,1,Y
90,48,32,6.392857075,7,0.75,24.12291667,48,65,45,43,4,4,0,7,1,0,Y
91,77,15,10.1785717,0,0.5,25.105,37,28,74,101,2,5,3,7,10,10,Y
92,91,21,11.89285755,2,-0.888888889,50.11190476,18,1,18,41,2,2,1,0,0,0,N
93,85,16,10.96428585,2,2.75,38.50714286,27,16,57,75,3,4,6,8,2,2,Y
94,69,12,6.357142925,3,1.1,23.40666667,28,14,17,55,2,4,0,1,0,0,N
95,53,30,8.714285851,4,0.5,26.87666667,26,20,68,82,2,7,9,39,4,4,N
96,150,3,19.2857151,10,1,82.52916667,27,4,48,104,2,8,22,86,25,7,Y
97,123,22,11.0535717,2,-0.5,51.48518519,15,2,57,66,2,6,2,8,3,2,N
98,62,25,9.339285851,2,3.5,14.7875,21,12,6,68,2,3,1,26,1,1,Y
99,44,33,6.321428776,1,1.555555556,38.5037037,28,6,33,69,2,5,5,14,2,2,N
100,39,44,5.607142925,3,0,16.15833333,15,3,42,70,2,4,0,3,2,1,N
101,86,15,10.375,8,3.5,25.67222222,28,19,21,66,2,3,0,3,0,1,Y
102,74,28,8.178571701,5,0.25,230.2333333,35,22,96,54,2,4,3,26,2,1,N
103,72,32,7.589285851,6,0.166666667,21.99333333,19,0,37,82,3,4,12,17,10,1,Y
104,105,18,11.25,6,1.3,63.875,24,4,58,85,4,5,2,21,6,9,N
105,0,62,1.285714269,0,0,0,22,2,77,84,2,3,3,11,8,6,N
106,86,17,11.0714283,14,3.25,45.00277778,26,19,52,47,1,2,0,4,1,0,Y
107,36,37,7.571428776,1,2.333333333,19.81666667,40,67,62,69,2,5,9,6,6,0,Y
108,33,47,3.642857075,8,0,0,23,6,47,152,2,4,9,13,18,12,N
109,62,31,7.607142925,9,-0.333333333,392.4020833,19,2,58,86,3,5,0,7,4,2,N
110,119,12,12.71428585,7,1.777777778,72.60185185,21,9,74,74,2,5,6,2,15,4,Y
111,90,16,10.08928585,5,2.666666667,20.00972222,29,6,67,54,3,4,0,9,6,1,Y
