ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
32,103,11,9.800000191,3,2.083333333,25.97638889,38,18,86,117,3,11,12,7,10,2,Y
33,65,37,7.271428585,0,2.153846154,22.74074074,43,58,19,47,1,4,0,0,0,0,Y
34,158,20,14.5,5,1,29.84555556,65,67,42,101,4,5,0,6,3,3,N
35,62,37,5.58571434,3,2.142857143,22.48095238,45,58,11,65,2,4,0,3,1,0,N
36,70,33,7.12857151,1,0.555555556,172.5925926,22,3,39,92,3,8,6,9,8,13,N
37,56,35,5.985714436,13,-5.555555556,202.89375,33,32,52,101,3,6,15,22,5,2,N
38,110,37,8.37142849,4,-0.25,27.44848485,29,1,14,95,2,4,5,12,7,1,N
39,116,26,8.442856789,3,1.0625,24.496875,59,18,91,77,2,4,3,28,9,1,Y
40,63,32,5.742856979,0,2.083333333,16.46527778,27,1,71,147,2,3,14,21,27,4,Y
41,149,18,13.62857151,5,3.307692308,18.73846154,59,41,40,54,2,3,0,1,0,0,Y
42,41,41,6.357142925,13,1.076923077,117.3820513,32,16,86,72,3,7,2,3,6,2,N
43,44,44,6.54285717,1,0.444444444,18.23148148,41,45,55,27,3,4,2,4,2,0,N
44,81,33,9.242856979,3,1.2,22.32222222,28,28,22,82,1,3,2,1,7,5,Y
45,119,22,12.88571453,6,0.071428571,71.84047619,60,65,103,86,3,4,5,2,2,1,N
46,135,18,10.82857132,4,-0.153846154,45.37361111,31,0,86,64,3,4,1,2,0,0,Y
47,121,19,15.17142868,7,1,34.05729167,23,3,45,61,2,5,1,4,0,0,Y
48,80,23,8.67142868,3,3,16.02878788,28,8,58,134,2,3,6,52,10,9,N
49,72,27,7.942857265,3,1.4375,132.0104167,18,2,44,68,3,5,6,5,1,1,Y
50,88,26,7.67142868,9,-0.142857143,353.1307692,29,20,64,68,2,4,2,2,3,0,N
51,114,19,9.12857151,14,0.066666667,109.48,32,3,71,93,3,5,6,19,20,7,Y
52,60,42,6.485714436,1,1.384615385,52.37916667,33,9,39,122,2,5,21,3,17,6,N
53,125,12,11.97142887,4,1.071428571,126.875,32,1,30,103,4,4,11,2,3,2,N
54,143,17,10.35714245,1,0.222222222,325.062963,36,29,110,149,4,5,68,43,17,2,N
55,165,6,15.54285717,16,1.153846154,260.5307692,33,6,37,85,3,5,5,3,17,2,N
56,83,25,7.814285755,0,0.5,22.58888889,24,11,45,81,3,4,3,7,1,2,Y
57,94,22,10.11428547,16,1.142857143,66.93717949,22,7,52,112,4,5,8,8,8,1,N
58,115,20,12.38571453,6,1.875,201.4458333,51,43,24,75,0,5,1,5,7,1,Y
59,84,25,8.471428871,4,0.5,28.84444444,44,29,105,93,3,4,5,12,0,0,N
60,79,18,8.600000381,10,0.333333333,34.66944444,42,4,84,70,2,4,1,9,1,1,N
61,186,7,16.47142792,8,2.066666667,155.6785714,74,40,91,120,0,5,6,29,14,2,N
62,89,25,9.82857132,0,0.733333333,40.91111111,41,15,58,94,5,5,6,30,2,1,Y
63,94,34,8.057143211,3,0.933333333,21.98,33,4,58,152,2,3,23,29,12,5,N
64,157,11,13.12857151,6,-1.636363636,82.46296296,38,12,75,80,3,6,21,10,4,2,N
65,106,18,11.67142868,4,-0.083333333,140.3736111,41,12,65,103,3,5,11,46,4,1,N
66,74,36,8.199999809,6,-1.909090909,41.08518519,27,5,64,125,2,6,0,14,17,1,N
67,77,34,6.62857151,12,3.125,37.51458333,29,22,12,84,2,3,11,21,5,1,Y
68,79,30,6.771428585,5,2.25,105.9875,39,45,77,152,2,7,2,57,44,11,N
69,132,11,12.22857189,5,3.357142857,113.5619048,39,39,113,86,2,3,1,1,5,0,Y
70,84,17,7.142857075,0,1.5,17.39074074,36,4,101,161,2,10,88,30,17,5,Y
71,177,6,14.14285755,0,1.2,24.09,41,43,140,101,5,4,0,12,7,1,Y
72,81,23,6.58571434,0,1,28.37291667,28,17,64,83,2,3,6,0,2,0,Y
73,106,16,9.885714531,5,-9.222222222,228.7,40,15,63,131,5,8,1,11,7,1,N
74,59,34,6.028571606,7,0.384615385,28.50641026,39,54,116,110,1,7,3,8,7,0,N
75,104,25,10.31428528,1,1.7,34.70333333,31,31,51,83,2,5,6,3,5,1,Y
76,86,26,8.185714722,12,3.75,12.121875,75,139,61,70,3,6,0,1,1,1,Y
77,106,35,6.32857132,3,-5.285714286,80.39666667,34,10,73,70,3,3,0,2,2,0,N
78,54,47,5.142857075,0,-2.888888889,31.79791667,52,61,83,121,2,3,21,103,0,2,N
79,77,29,7.971428394,5,2,17.5625,29,33,85,94,2,6,7,9,4,2,Y
80,137,18,12.62857151,3,0.357142857,39.42380952,40,21,81,73,3,4,0,1,1,0,N
81,50,42,5.385714054,0,1.6,16.86481481,32,2,58,141,4,7,9,37,21,2,N
82,83,27,9.385714531,3,1.5625,22.46041667,24,32,127,68,3,2,3,4,1,0,N
83,78,26,8.271428108,1,2.1875,282.0614583,33,9,128,100,2,4,6,3,10,5,Y
84,106,19,10.22857189,0,1,25.66025641,36,24,76,63,2,2,0,0,9,2,Y
85,97,22,14.05714321,9,-4.636363636,106.9952381,26,4,50,103,2,6,0,16,11,6,N
86,74,33,7.785714149,2,1.928571429,28.49166667,32,1,54,78,3,3,0,6,9,1,N
87,99,19,8.214285851,4,1.9,158.255,31,25,105,35,7,8,1,10,0,2,Y
88,97,20,9.385714531,0,0,30.73717949,29,33,85,57,4,3,1,3,12,1,N
89,86,22,7.928571224,5,0.75,24.01805556,26,4,83,80,7,6,12,12,3,2,Y
90,55,39,6.04285717,8,1.363636364,22.33333333,67,80,48,43,4,4,0,7,4,0,Y
91,100,19,9.971428871,0,0.615384615,23.90769231,58,34,108,128,2,5,6,9,13,12,Y
92,103,29,11.05714321,2,-0.727272727,45.5962963,23,2,23,59,2,2,1,0,0,0,N
93,102,20,11.31428528,2,-2.090909091,41.55,33,18,90,91,3,4,6,9,5,2,Y
94,86,17,6.54285717,3,0.8,22.06666667,36,16,21,84,2,4,0,1,1,0,N
95,68,36,9.300000191,4,0.533333333,25.11888889,35,27,87,102,2,7,9,42,4,4,N
96,183,5,18.05714226,12,1.166666667,75.09666667,37,4,55,129,2,8,22,91,34,9,Y
97,143,26,10.35714245,2,-1,49.31666667,17,2,76,76,2,6,2,8,3,2,N
98,73,34,8.928571701,2,3.625,14.165625,28,13,6,83,2,3,1,31,1,1,Y
99,50,42,5.800000191,1,1.636363636,34.33787879,37,9,41,89,2,5,5,15,3,3,N
100,39,58,4.485714436,3,0,16.15833333,24,6,54,76,2,4,0,3,2,1,N
101,96,22,9.757143021,10,3.375,22.29479167,35,25,26,79,2,3,0,3,1,1,Y
102,100,32,8.62857151,6,0.166666667,166.6652778,50,32,119,64,2,4,3,30,3,1,N
103,84,39,6.885714054,6,0.125,18.72857143,25,0,46,100,3,4,12,17,12,1,Y
104,125,21,11.41428566,6,0.666666667,156.4576923,36,4,73,109,4,5,2,22,6,9,N
105,0,62,1.285714269,0,0,0,33,2,104,107,2,3,3,11,17,7,N
106,104,24,10.87142849,16,3.4375,48.90416667,32,21,80,67,1,2,0,4,1,0,Y
107,45,46,7.442857265,1,2.25,18.0875,49,77,70,95,2,5,9,13,10,0,Y
108,33,61,2.91428566,8,0,0,31,7,66,179,2,4,9,13,20,12,N
109,83,36,8.014286041,12,0.153846154,423.1787879,25,2,75,96,3,5,0,7,4,2,N
110,137,16,12.02857113,9,2,62.10972222,27,12,102,89,2,5,6,2,21,4,Y
111,107,20,9.54285717,5,2.875,19.02395833,31,9,79,59,3,4,2,9,7,1,Y
