ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
46,148,24,10.75,4,-0.153846154,45.37361111,72,1,91,72,3,4,1,2,16,0,Y
47,138,25,15.75,7,1,34.05729167,26,3,51,61,2,5,1,5,1,0,Y
48,88,34,8.023809433,3,3,16.02878788,33,8,60,134,2,3,6,52,19,9,N
49,92,35,8.321428299,3,1.4375,132.0104167,34,6,49,68,3,5,6,5,5,1,Y
50,112,31,9.083333015,9,-0.1875,428.9642857,90,33,66,77,2,5,3,3,14,1,N
51,121,27,8.071428299,14,0.0625,103.8552083,47,3,71,93,3,5,6,20,23,7,Y
52,70,51,6.821428776,1,-2.5,52.37916667,52,26,45,134,2,5,21,4,34,6,N
53,137,19,10.97619057,4,1.071428571,126.875,36,1,30,103,4,4,11,2,7,2,N
54,157,23,9.357142448,1,-0.636363636,298.435,54,41,110,149,4,5,68,45,38,2,N
55,178,14,13.63095284,16,1.153846154,260.5307692,51,6,38,85,3,5,5,3,22,2,N
56,94,34,6.904761791,0,0.5,22.58888889,50,21,50,81,3,4,3,7,2,2,Y
57,103,32,9.333333015,16,1.142857143,66.93717949,26,7,54,112,4,5,8,8,11,1,N
58,122,31,11.27380943,6,1.875,201.4458333,57,43,24,83,0,5,1,7,31,1,Y
59,94,33,7.773809433,4,0.461538462,28.56794872,67,49,130,93,3,4,5,12,0,0,N
60,88,27,7.869047642,10,0.333333333,34.66944444,90,4,84,70,2,4,1,9,3,1,N
61,198,15,14.35714245,8,2.066666667,155.6785714,115,64,96,120,0,5,6,30,22,2,N
62,99,34,9.642857552,0,0.6875,39.91875,54,15,58,106,5,5,6,36,3,1,Y
63,104,44,7.595238209,3,0.933333333,21.98,67,4,60,152,2,3,23,30,13,5,N
64,181,18,12.80952358,7,-1.636363636,82.46296296,46,14,75,80,3,6,21,10,4,2,N
65,119,26,11.83333302,4,-0.076923077,131.5089744,62,30,73,103,3,5,11,50,7,1,N
66,90,42,8.476190567,6,-1.615384615,39.41212121,33,5,64,125,2,6,0,14,19,1,N
67,82,47,5.690476418,12,3.125,37.51458333,50,23,12,91,2,3,11,21,6,1,Y
68,90,37,5.928571224,6,2.25,105.9875,56,54,77,152,2,7,2,63,66,11,N
69,141,19,11.02380943,5,3.357142857,113.5619048,51,41,113,86,2,3,1,1,7,0,Y
70,90,29,6.154761791,0,1.5,17.39074074,38,6,101,161,2,10,88,30,19,5,Y
71,188,17,12.48809528,0,1.2,24.09,47,43,140,101,5,4,0,12,11,1,Y
72,94,28,8.773809433,0,1,28.37291667,30,17,64,83,2,3,6,0,3,0,Y
73,126,23,10.51190472,5,-11.66666667,181.9166667,52,15,63,131,5,8,1,11,16,2,N
74,76,41,7.023809433,7,0.357142857,27.86666667,52,54,116,122,1,7,3,9,14,0,N
75,121,28,9.511904716,1,1.7,34.70333333,35,33,55,91,2,5,6,3,10,1,Y
76,92,36,7.166666508,12,3.75,12.121875,105,171,65,70,3,6,0,1,1,1,Y
77,107,48,5.285714149,3,-5.285714286,80.39666667,42,15,73,70,3,3,0,2,2,0,N
78,66,55,5.464285851,0,-12.86666667,29.07564103,61,64,84,121,2,3,21,106,1,2,N
79,84,38,7.583333492,5,2,17.5625,43,39,103,108,2,6,7,9,8,2,Y
80,156,22,11.96428585,4,0.333333333,40.82111111,65,21,81,73,3,4,0,1,2,0,N
81,52,55,4.690476418,0,1.6,16.86481481,42,2,58,141,4,7,9,39,23,2,N
82,90,37,8.214285851,3,1.5625,22.46041667,38,46,128,68,3,2,3,5,38,1,N
83,83,37,7.488095284,1,2.1875,282.0614583,57,15,156,111,2,4,10,3,16,5,Y
84,114,29,9.035714149,0,1,25.66025641,50,33,82,67,2,2,0,0,14,2,Y
85,97,36,11.71428585,9,-4.636363636,106.9952381,26,4,50,103,2,6,0,17,15,6,N
86,83,42,8.380952835,2,1.6875,31.50729167,32,1,54,78,3,3,0,6,10,1,N
87,107,27,7.523809433,4,1.727272727,145.2742424,37,29,105,35,7,8,1,10,0,2,Y
88,109,28,8.714285851,0,0,31.92444444,43,39,103,58,4,3,1,3,12,1,N
89,92,32,7.357142925,5,0.692307692,24.5974359,27,5,83,80,7,6,12,12,5,2,Y
90,61,51,6.178571224,8,1.363636364,22.33333333,91,86,48,43,4,4,0,7,4,0,Y
91,112,27,9.035714149,0,0.615384615,23.90769231,68,35,108,128,2,5,6,9,20,12,Y
92,126,36,10.89285755,3,-0.666666667,45.565,61,29,27,59,2,2,1,0,0,0,N
93,110,28,9.952381134,2,-2,41.55,57,24,114,91,3,4,6,9,5,2,Y
94,101,22,7.476190567,3,0.75,22.75520833,61,17,28,84,2,4,0,1,3,0,N
95,85,44,8.369047165,4,0.533333333,25.11888889,42,29,87,102,2,7,9,43,5,4,N
96,204,9,16.8571434,12,1.076923077,74.69393939,44,4,55,129,2,8,22,91,34,9,Y
97,164,32,9.988095284,2,-0.866666667,48.46410256,17,2,76,84,2,6,2,8,17,2,N
98,93,45,8.511904716,2,3.625,14.165625,46,14,6,83,2,3,1,37,1,1,Y
99,72,48,8.285714149,1,1.384615385,36.00641026,46,16,41,99,2,5,5,15,4,3,N
100,39,72,3.738095284,3,0,16.15833333,30,6,59,84,2,4,0,3,2,1,N
101,125,26,10,11,3.375,22.29479167,47,25,26,79,2,3,0,3,2,1,Y
102,124,37,9.678571701,6,0.142857143,155.1178571,66,34,120,64,2,4,3,30,13,1,N
103,88,49,6.190476418,6,0.111111111,18.58125,26,0,46,100,3,4,12,17,15,1,Y
104,142,27,11.04761887,6,0.625,231.2788889,38,5,73,115,4,5,2,28,6,9,N
105,0,62,1.285714269,0,0,0,40,2,105,107,2,3,3,12,20,7,N
106,121,34,10.60714245,18,3.4375,48.90416667,37,25,81,67,1,2,0,4,8,0,Y
107,56,56,7.238095284,1,2.25,18.0875,49,77,70,95,2,5,9,16,11,0,Y
108,33,75,2.428571463,8,0,0,52,18,68,179,2,4,9,13,24,12,N
109,93,46,7.333333492,12,0.153846154,423.1787879,27,2,75,112,3,5,0,7,7,2,N
110,154,24,10.80952358,10,2,62.10972222,31,20,109,89,2,5,6,2,21,4,Y
111,122,28,9.666666985,5,2.875,19.02395833,41,9,82,65,3,4,3,14,27,1,Y
