ID,num_logins,days_no_activities,act_per_day,num_online_meetings,avg_due,avg_time_test, ReviewedActivities, StudyingSupplementalMaterialActivities, TotalStudyGuideMaterials,Average number of activites accessed before each test,Procedures Quiz,Surveys,CyberRat Assignments,Unit Discussions paticipation,Fluency Drills paticipation,Crossword paticipation,Above Average
27,37,6,16.7142849,3,2,88.75,14,13,24,32,2,2,3,8,2,1,Y
28,20,11,5,0,0.5,27.66666667,9,2,2,35,2,2,0,8,3,2,N
29,37,6,11.33333302,0,2,38.94583333,8,15,6,21,4,2,1,13,6,3,N
30,58,2,15.14285755,2,3,39.21666667,9,12,11,57,2,4,26,31,10,6,Y
31,28,6,15.5714283,5,3.25,36.6125,15,5,11,0,3,3,0,7,2,0,Y
32,40,1,14.04761887,1,1.75,20.29166667,13,10,23,38,3,8,1,7,4,2,Y
33,24,10,10.23809528,0,2,28.33333333,14,17,5,11,1,3,0,0,0,0,Y
34,51,7,17.4285717,2,1.5,32.71666667,20,27,11,32,4,3,0,2,2,1,N
35,19,13,7.619047642,3,2,23.91666667,17,24,6,17,2,3,0,1,0,0,N
36,24,8,10.19047642,1,1,17.675,7,2,7,42,3,6,6,8,4,4,N
37,17,10,7.952381134,7,1.5,29.41666667,14,14,22,45,3,3,6,18,5,2,N
38,17,14,7.476190567,1,0,16.46666667,6,0,3,37,2,3,1,7,2,1,N
39,32,10,9.714285851,2,1.25,23.9,11,4,12,31,2,3,0,14,5,1,Y
40,23,8,8.047618866,0,2.5,16.92916667,9,0,15,47,2,2,5,6,10,3,Y
41,54,5,18.19047546,5,4,27.08888889,14,24,12,24,2,2,0,1,0,0,Y
42,11,13,8.428571701,5,2,244.9166667,14,9,29,31,3,5,0,3,2,2,N
43,16,10,8.476190567,1,0,14.60833333,15,21,12,18,3,4,0,2,0,0,N
44,32,10,11.95238113,1,0.333333333,26.84166667,11,11,7,17,1,2,1,1,1,1,Y
45,34,9,14.28571415,4,0.5,67.71666667,18,19,23,28,3,3,0,2,1,1,N
46,36,6,10.80952358,3,0.666666667,37.57222222,10,0,18,27,3,3,0,2,0,0,Y
47,37,7,16.1428566,5,1,24.23888889,11,3,8,23,2,4,0,1,0,0,Y
48,22,7,10.14285755,3,3,18.96666667,8,3,12,46,2,2,3,26,3,3,N
49,32,3,12.85714245,2,2.5,47.275,6,0,11,18,3,3,3,4,1,1,Y
50,33,8,9.428571701,2,0,35.94166667,8,8,9,22,2,3,2,2,1,0,N
51,41,7,11.28571415,7,0,15.73333333,9,2,12,35,3,3,6,8,5,3,Y
52,18,11,8.666666985,1,2.25,37.05416667,11,2,11,28,2,2,0,0,5,2,N
53,32,5,12.85714245,3,1,28.375,11,1,7,32,3,3,1,2,2,1,N
54,41,7,12,1,0.333333333,21.55,12,11,35,48,4,4,17,11,2,1,N
55,58,2,19.4285717,9,1.25,392.0083333,10,2,5,26,3,3,5,2,4,1,N
56,22,10,10.14285755,0,-0.666666667,24.775,8,5,9,35,3,3,0,7,0,1,Y
57,32,5,12.14285755,9,1.333333333,67.11111111,9,5,10,30,4,3,3,8,1,0,N
58,34,9,17.4285717,3,2.5,39.975,16,12,5,17,0,4,1,4,2,1,Y
59,26,7,12.33333302,4,2,16.90833333,12,10,27,29,3,3,5,7,0,0,N
60,23,4,9.047618866,2,1,23.69166667,10,3,19,25,2,2,0,5,0,1,N
61,49,4,17.23809433,4,3,233.4833333,12,8,21,36,0,4,2,12,5,1,N
62,28,7,12.85714245,0,0.666666667,32.61666667,14,4,10,36,5,3,2,5,1,0,Y
63,34,8,10.80952358,2,1.5,23.0875,11,1,20,54,2,2,1,9,6,2,N
64,51,3,19.5714283,5,2.5,88.83333333,9,2,14,31,3,4,0,7,3,2,N
65,35,6,13.33333302,3,1.333333333,27.37222222,9,3,11,35,3,2,0,13,1,0,N
66,17,15,7.714285851,5,-5,53.2,6,5,9,51,2,2,0,14,9,1,N
67,28,8,10.09523773,5,3.5,45.18333333,11,5,7,25,2,2,4,17,4,1,Y
68,27,7,9,4,3,21.4,14,8,15,53,2,5,2,15,9,7,N
69,32,3,11.47619057,4,3.25,12.92777778,13,11,22,19,2,2,0,1,1,0,Y
70,27,5,8.619047165,0,2,18.58333333,13,1,22,46,2,7,7,22,5,4,Y
71,62,1,17.95238113,0,1,27.96666667,14,16,25,39,5,3,0,10,5,1,Y
72,32,6,10.47619057,0,1,28.91666667,12,9,11,32,2,2,0,0,1,0,Y
73,35,2,13,4,0,16.93333333,8,6,13,57,5,8,1,4,4,1,N
74,23,9,9.619047165,6,1,28.10555556,16,29,29,39,1,6,0,4,0,0,N
75,27,8,13.14285755,0,2.5,38.15,11,11,10,22,2,2,1,2,1,0,Y
76,35,4,12.33333302,4,3.5,12.39166667,28,37,23,25,3,4,0,1,1,1,Y
77,30,12,9.238095284,3,-6,35.06666667,13,4,13,25,3,2,0,2,2,0,N
78,24,11,8.285714149,0,1,27.41666667,12,17,21,31,2,2,1,18,0,2,N
79,29,5,11.71428585,5,2,19.4625,10,18,21,39,2,3,2,8,2,2,Y
80,32,10,13.5714283,1,1,39.975,14,9,17,24,3,3,0,1,0,0,N
81,13,12,6.666666508,0,2.333333333,17.51666667,11,2,17,52,4,4,9,19,5,1,N
82,31,9,12.80952358,3,2,28.32916667,10,21,27,31,3,2,1,3,0,0,N
83,23,7,9.619047165,1,2.5,376.5166667,14,2,25,30,2,4,0,3,2,2,Y
84,29,6,13.38095284,0,1,34.05555556,10,3,6,29,2,2,0,0,5,2,Y
85,37,8,21.8571434,5,0.5,51.14166667,11,1,14,37,2,5,0,7,3,2,N
86,26,10,11.28571415,0,3,29.79583333,11,0,12,33,3,2,0,2,4,1,N
87,29,5,10.28571415,4,2,19.22777778,10,11,18,0,7,8,0,3,0,2,Y
88,40,5,13.28571415,0,0,20.10833333,10,18,21,23,4,3,1,3,6,1,N
89,22,8,9.238095284,2,0,19.9,9,1,14,33,7,4,5,11,0,0,Y
90,28,9,8.619047165,2,3,22.65,24,18,27,29,4,4,0,5,1,0,Y
91,31,7,13.38095284,0,1.666666667,20.86111111,12,13,22,24,2,3,0,6,6,2,Y
92,31,8,15.19047642,2,1,46.025,11,0,4,20,2,2,1,0,0,0,N
93,32,5,13.47619057,2,4,32.9,12,10,21,37,3,3,2,8,2,1,Y
94,26,3,7.571428776,2,1.25,27.87916667,13,5,8,25,2,2,0,1,0,0,N
95,20,13,8.142857552,2,1,19.15,14,13,18,38,2,6,3,19,4,4,N
96,55,1,23.52380943,5,1.666666667,93.66666667,14,4,17,49,2,4,10,45,10,5,Y
97,61,8,15.61904716,2,0,40.64166667,3,1,5,33,2,5,1,5,2,2,N
98,26,7,12.66666698,2,3.5,12.5375,10,7,4,29,2,2,0,14,0,1,Y
99,21,10,7.190476418,1,2.666666667,38.61111111,12,4,15,31,2,4,5,9,2,2,N
100,38,10,14.66666698,3,0,16.15833333,7,3,10,21,2,3,0,0,0,0,N
101,40,3,14.71428585,3,4,26.075,13,8,9,29,2,2,0,3,0,0,Y
102,30,12,10.33333302,3,1,36.275,14,8,26,23,2,3,3,19,0,0,N
103,35,12,10.5714283,5,0.333333333,25.73333333,10,0,7,40,3,3,9,17,4,1,Y
104,49,3,14.5714283,2,2.25,55.97916667,10,2,21,25,4,5,2,12,4,5,N
105,0,62,1.285714269,0,0,0,11,2,24,37,2,2,1,10,3,2,N
106,35,5,15,9,3.5,43.18333333,12,9,15,21,1,1,0,1,1,0,Y
107,16,12,10.14285755,1,2.5,20.49166667,16,36,28,18,2,2,0,3,2,0,Y
108,21,16,4.571428776,6,0,0,13,4,19,68,2,2,6,12,10,7,N
109,21,13,9.047618866,4,0,55.55,10,0,15,38,3,5,0,7,3,1,N
110,49,4,16.61904716,2,2.333333333,94.71666667,8,4,22,33,2,4,3,2,7,3,Y
111,32,6,12.23809528,3,2.75,17.35,11,1,18,21,3,2,0,2,0,0,Y
